server_lr,client_lr,server_wd,client_wd,epoch,num_client,client_in,client_hgc,client_out,client_dropout,server_hgc,server_out,server_dropout,time_out,time_lg,seed,time,device,ACC,AUC,SEN,SPE,F1
0.001,0.001,0.0009,0.0007,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_18_56_56,cuda,71.05263157894737,71.58498734500725,61.2907268170426,76.85526315789474,60.36530811201786
0.001,0.001,0.0009,0.0008,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_19_18_25,cuda,71.18421052631578,71.58865399518534,61.2907268170426,77.06359649122807,60.42212547387654
0.001,0.001,0.0009,0.0009,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_19_40_15,cuda,71.05263157894738,72.09088613804248,57.719298245614034,78.93859649122807,59.08749065270804
0.001,0.001,0.0009,0.001,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_20_02_03,cuda,70.92105263157895,71.46959297915842,60.21929824561404,77.2719298245614,59.88347472530564
0.001,0.001,0.001,0.0005,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_20_23_41,cuda,71.05263157894737,71.251959050587,61.647869674185465,76.64692982456141,60.53587494079971
0.001,0.001,0.001,0.0006,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_20_44_57,cuda,71.18421052631578,71.34869863804248,60.57644110275688,77.48026315789474,60.19754731936564
0.001,0.001,0.001,0.0007,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_21_06_19,cuda,71.3157894736842,71.63143673328058,60.93358395989975,77.48026315789474,60.47331970688897
0.001,0.001,0.001,0.0008,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_21_27_57,cuda,71.05263157894737,71.57749328089962,61.647869674185465,76.64692982456141,60.45863432154464
0.001,0.001,0.001,0.0009,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_21_49_07,cuda,71.18421052631578,71.56261232851865,60.93358395989975,77.2719298245614,60.29924223461989
0.001,0.001,0.001,0.001,150,4,512,128,10,0.5,128,2,0.5,64,2,1000,23_11_24_22_10_44,cuda,71.3157894736842,71.78582661423295,60.93358395989975,77.48026315789474,60.41688929344342
